Unique_ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,unit_faculty,demographic_sex
3134,111,92.38,60.66,21.26,1,15.86,39.64,74.77,45.95,6.31,0,0,0,0,0,0,6.31,8.11,15.32,9.01,3.6,5.41,0,12.61,1.8,1.8,0,4.5,0.9,3.6,0,3.6,1.8,0.9,0,3.6,0,0,0,0,12.61,3.6,3.6,2.7,0.9,1.8,0.9,0,0,0,0,1.8,0,0.9,0.9,0.9,6.31,1.8,0,3.6,0,1.8,10.81,0.9,0,14.41,5.41,4.5,4.5,0,0.9,0,0.9,0,0,0,0,0,0,0,0,14.41,6.31,7.21,0,0,0,0,0.9,0,0,0,0,Faculty of Arts,F
892,352,85.78,84.01,38.95,11.17,19.56,25,88.64,55.4,11.65,7.1,1.14,0.85,1.7,0,3.41,4.55,10.51,15.06,6.82,3.98,8.52,0.57,11.36,4.26,3.69,3.12,1.7,1.14,6.82,2.56,3.69,0,1.14,0,14.77,0.85,0,0,0,14.77,2.84,1.7,1.99,7.67,0.57,5.68,2.84,0.28,0,0.28,1.99,0.28,1.42,0,0.28,7.1,3.98,1.14,1.42,0.57,0,1.7,6.25,0.85,11.65,0.57,7.1,3.98,1.14,0.57,0.57,0.28,0.28,0.28,0.28,0,0,0,0.28,0,13.64,3.12,6.53,0.85,0,1.99,0,0,0.57,0,0,0.57,Faculty of Arts,F
651,69,55.99,50,35.93,93.61,13.8,14.49,78.26,50.72,13.04,8.7,7.25,0,1.45,0,0,4.35,4.35,14.49,10.14,4.35,10.14,0,13.04,4.35,2.9,0,4.35,1.45,5.8,4.35,0,0,0,0,10.14,0,0,0,0,8.7,0,0,2.9,8.7,0,4.35,0,0,0,0,0,0,0,0,0,4.35,1.45,0,1.45,1.45,0,0,14.49,1.45,10.14,0,2.9,7.25,7.25,0,0,0,0,0,0,0,0,0,0,0,21.74,8.7,2.9,0,0,0,1.45,4.35,0,1.45,0,2.9,Faculty of Arts,F
3282,11,93.26,81.84,2.4,99,11,36.36,81.82,54.55,18.18,18.18,9.09,0,9.09,0,0,0,9.09,18.18,9.09,0,0,0,9.09,9.09,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
1345,67,10.12,55.93,10.38,94.38,13.4,10.45,88.06,61.19,19.4,13.43,4.48,0,0,8.96,0,5.97,5.97,5.97,11.94,7.46,10.45,1.49,16.42,11.94,4.48,1.49,4.48,1.49,4.48,4.48,0,0,0,0,14.93,4.48,0,10.45,0,17.91,2.99,4.48,2.99,1.49,1.49,7.46,2.99,1.49,0,0,1.49,0,0,0,1.49,8.96,2.99,0,5.97,0,0,4.48,11.94,0,10.45,0,2.99,7.46,0,4.48,2.99,1.49,0,0,0,0,0,0,0,0,28.36,8.96,10.45,0,0,1.49,1.49,1.49,0,1.49,2.99,0,Faculty of Arts,F
1233,313,86.12,86.83,38,1,15.65,24.6,88.18,51.44,11.82,6.71,1.28,2.88,0,0,2.56,5.11,9.27,14.7,7.03,2.56,7.35,0.96,12.14,2.24,1.6,2.24,0.32,2.88,6.71,0.96,5.75,1.6,0,0.96,14.7,0.96,0.64,0,0.32,10.54,2.24,1.92,0,1.6,0.96,4.15,2.56,1.6,0.96,0,1.28,0,1.28,0,0,7.67,5.43,0.32,0.64,0.32,0.96,2.24,11.18,1.6,11.5,1.92,6.07,3.51,0.96,1.6,0.64,0.32,0,1.28,0,0,0,0,0,0,11.82,6.39,4.47,0,0,0,0,0,0,0.96,0,0,Faculty of Arts,F
1533,123,89.68,59.64,17.73,56.48,20.5,43.9,67.48,39.02,1.63,0.81,0,0,0,0,0.81,0.81,7.32,12.2,4.88,8.13,6.5,1.63,7.32,4.07,1.63,1.63,0.81,3.25,1.63,1.63,0,0,0,0,6.5,0,0,0,0,9.76,0,1.63,0,2.44,3.25,2.44,0.81,0.81,0,0,0,0,0,0,0,4.88,0.81,1.63,3.25,0,0,1.63,5.69,0,13.01,0,8.94,4.07,11.38,0,0.81,3.25,0,0,1.63,0,0,0,1.63,0,11.38,4.88,4.07,0,0,0,0,2.44,0,0,0,0,Faculty of Arts,F
2483,141,59.08,23.9,69.82,86.94,23.5,24.11,83.69,52.48,13.48,6.38,5.67,0,0,0,0.71,7.09,9.22,11.35,8.51,7.8,7.09,1.42,17.73,3.55,2.13,2.84,0.71,2.84,4.96,4.26,0.71,0,0.71,0,4.26,0,0,0,0,15.6,4.26,2.84,0,4.26,0,4.26,4.96,4.96,0,0,0,0,0,0,0,5.67,1.42,1.42,1.42,1.42,0,7.09,7.09,1.42,9.93,0,6.38,3.55,4.26,0,0,0,0,0,0.71,0,0.71,0,0,0,17.02,4.96,2.84,0,1.42,0.71,0,1.42,1.42,0.71,0,3.55,Faculty of Arts,F
2606,185,98.79,64.75,23.96,56.39,37,25.95,79.46,46.49,3.78,2.16,0.54,0,0.54,0,1.08,1.62,10.27,19.46,7.03,3.24,4.86,0,10.27,4.32,2.16,0.54,2.16,2.7,4.86,3.24,1.62,0,1.08,0,5.95,0,0,0,0,10.27,1.62,2.16,1.08,2.7,2.16,2.16,0,0,0,0,0,0,0,0,0,11.35,2.16,2.16,6.49,1.08,0,2.7,5.41,0.54,13.51,0.54,7.57,4.32,2.7,0.54,0,0,0,0.54,1.08,0,0,0,0.54,0,11.35,2.7,4.86,0,0,0,0,2.7,0,0.54,0,0.54,Faculty of Arts,M
2928,134,93.26,44.07,44.37,25.77,19.14,28.36,82.09,46.27,5.97,2.99,1.49,0.75,0.75,0,0,2.99,7.46,17.16,8.21,3.73,5.97,0.75,14.18,2.99,2.99,0,0.75,1.49,5.97,2.99,2.99,1.49,0,0,2.24,0,0,0,0,14.93,1.49,5.97,1.49,5.22,0,2.99,0.75,0.75,0,0,1.49,0,0,0,1.49,8.96,1.49,0.75,4.48,1.49,0.75,2.24,7.46,4.48,15.67,4.48,6.72,4.48,4.48,0,0,0.75,0,0,0.75,0,0,0.75,0,0,9.7,5.22,2.99,0,0,0,0,0,0,1.49,0,0,Faculty of Arts,F
3012,32,38.6,26.6,55.79,1.42,8,3.12,87.5,59.38,18.75,9.38,6.25,0,3.12,0,0,9.38,9.38,9.38,6.25,9.38,9.38,0,15.62,3.12,0,0,3.12,3.12,9.38,3.12,6.25,0,0,6.25,6.25,0,3.12,0,0,12.5,0,0,6.25,3.12,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,12.5,0,12.5,0,3.12,9.38,3.12,0,0,0,0,0,0,0,0,0,0,0,9.38,3.12,0,0,0,6.25,0,0,0,0,0,0,Faculty of Arts,F
2839,20,52.71,99,93.3,25.77,10,35,80,40,20,15,10,5,0,0,0,5,5,5,10,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,30,0,5,0,5,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,10,0,20,5,10,5,0,0,0,5,0,0,0,0,0,0,0,0,25,5,5,5,0,0,5,0,0,5,0,0,Faculty of Arts,F
877,32,1,26.6,35.37,99,8,25,90.62,53.12,21.88,9.38,6.25,0,0,0,3.12,12.5,0,3.12,15.62,9.38,9.38,3.12,21.88,0,0,0,0,3.12,6.25,6.25,0,0,0,0,9.38,0,0,0,0,28.12,9.38,0,9.38,0,9.38,6.25,6.25,3.12,3.12,0,0,0,0,0,0,3.12,3.12,0,0,0,0,3.12,15.62,0,6.25,0,3.12,3.12,0,9.38,0,0,0,0,0,0,0,0,0,0,28.12,3.12,12.5,0,0,0,9.38,0,0,3.12,0,0,Faculty of Arts,F
3799,26,88.9,64.99,1,25.77,26,50,15.38,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,3.85,3.85,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.31,0,0,0,0,0,0,30.77,34.62,0,7.69,19.23,Faculty of Arts,F
3275,72,91.88,60.95,23.51,25.77,36,23.61,91.67,54.17,13.89,11.11,5.56,2.78,0,2.78,0,2.78,9.72,18.06,8.33,1.39,2.78,2.78,13.89,6.94,5.56,0,0,5.56,2.78,1.39,1.39,1.39,0,0,15.28,0,0,4.17,0,23.61,4.17,4.17,1.39,4.17,2.78,6.94,0,0,0,0,1.39,0,1.39,0,1.39,4.17,2.78,1.39,0,1.39,0,4.17,5.56,0,4.17,0,4.17,0,4.17,1.39,0,0,0,0,0,0,0,0,0,0,9.72,2.78,2.78,0,0,0,0,0,1.39,2.78,0,0,Faculty of Arts,F
3095,22,1,67.52,85.21,25.77,7.33,27.27,81.82,50,22.73,22.73,18.18,4.55,0,0,0,0,4.55,0,22.73,4.55,9.09,0,22.73,4.55,0,0,0,0,0,0,0,0,0,0,18.18,0,4.55,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,4.55,0,0,0,13.64,4.55,4.55,0,0,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,27.27,13.64,4.55,0,0,4.55,0,0,0,4.55,0,0,Faculty of Arts,F
3715,45,90.94,18.71,29.55,67.75,15,13.33,71.11,53.33,8.89,4.44,4.44,0,0,0,0,4.44,15.56,13.33,11.11,2.22,6.67,2.22,15.56,4.44,4.44,2.22,11.11,0,2.22,2.22,0,0,0,0,2.22,0,0,0,0,11.11,2.22,0,0,2.22,4.44,4.44,0,0,0,0,0,0,0,0,0,2.22,0,2.22,0,0,0,4.44,11.11,0,6.67,0,4.44,2.22,4.44,0,0,0,0,0,0,0,0,0,0,0,20,6.67,4.44,0,0,0,0,4.44,0,0,4.44,0,Faculty of Arts,M
1032,90,98.87,88.91,1,46.22,18,44.44,82.22,32.22,2.22,0,0,0,0,0,0,2.22,8.89,13.33,2.22,1.11,4.44,1.11,6.67,3.33,1.11,0,1.11,1.11,5.56,3.33,2.22,0,0,0,13.33,1.11,1.11,0,0,7.78,2.22,3.33,2.22,1.11,0,0,1.11,1.11,0,0,5.56,0,4.44,0,2.22,23.33,7.78,7.78,5.56,4.44,2.22,0,4.44,0,5.56,0,2.22,3.33,7.78,7.78,0,5.56,0,0,0,0,0,0,0,0,21.11,5.56,1.11,8.89,0,0,0,1.11,2.22,2.22,0,0,Faculty of Arts,F
1688,14,5.89,99,13.15,99,7,28.57,92.86,64.29,28.57,28.57,0,14.29,14.29,0,0,0,0,14.29,14.29,7.14,0,7.14,21.43,7.14,7.14,7.14,0,0,7.14,7.14,0,0,0,0,35.71,0,7.14,0,0,14.29,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,0,0,7.14,21.43,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,7.14,0,0,0,7.14,0,0,Faculty of Arts,F
3530,20,87.27,99,1,1,6.67,10,90,50,20,10,0,0,10,0,0,10,10,15,10,0,0,0,25,5,0,0,0,0,15,5,10,0,0,10,15,0,0,0,0,15,5,0,5,0,5,0,5,0,0,5,5,0,0,0,5,5,0,5,0,0,5,0,25,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,35,10,15,0,0,0,5,0,0,5,0,0,Faculty of Arts,M
3502,134,75.71,61.75,83.59,53.85,19.14,40.3,81.34,46.27,9.7,5.22,2.99,0.75,0,0,1.49,4.48,6.72,11.94,8.96,4.48,6.72,0,11.19,8.96,6.72,1.49,0,2.24,2.99,2.24,0.75,0,0.75,0,8.21,0,0,0,0,20.15,10.45,4.48,0,2.24,2.24,2.99,1.49,0.75,0.75,0,0,0,0,0,0,4.48,2.99,0,1.49,0,0,1.49,13.43,0,10.45,0,9.7,0.75,5.97,0,0,1.49,0,0,0,0,0,0,0,0,8.96,5.97,2.24,0,0,0,0,0.75,0,0,0,0,Faculty of Arts,F
6,34,90.07,38.42,28.81,79.41,17,23.53,88.24,58.82,8.82,2.94,2.94,0,0,0,0,5.88,14.71,14.71,11.76,5.88,5.88,0,8.82,0,0,0,0,0,2.94,2.94,0,0,0,0,2.94,0,0,0,0,17.65,8.82,5.88,0,0,2.94,2.94,8.82,5.88,0,0,0,0,0,0,0,2.94,0,0,0,2.94,0,0,14.71,0,2.94,0,2.94,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,14.71,5.88,2.94,0,0,0,0,0,0,5.88,0,0,Faculty of Arts,F
73,125,59.45,59.48,43.37,3.24,20.83,31.2,84,52.8,9.6,2.4,0.8,1.6,0,0,0,7.2,4,15.2,10.4,8,8.8,0,12,5.6,2.4,1.6,0,1.6,7.2,2.4,4.8,4,0.8,0,5.6,0,0,0,0,11.2,1.6,0.8,2.4,5.6,0.8,4,2.4,1.6,0,0.8,0,0,0,0,0,12,3.2,0,5.6,0,3.2,0.8,10.4,2.4,16,0,13.6,2.4,5.6,0,0,0,1.6,0,0.8,0,0,0.8,0,0,12.8,4.8,8,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
1858,332,97.64,70.63,12.7,42.15,27.67,37.65,75.6,44.28,5.72,0.3,0,0.3,0,0,0,5.42,11.14,16.27,4.82,2.41,7.23,0.3,8.73,4.82,3.01,1.2,1.2,1.51,3.31,2.11,1.2,0.9,0,0.3,6.93,0,0,0,0,8.13,2.71,2.71,1.2,0.6,0,1.51,2.11,0.3,0.9,0.6,1.81,0.6,0.3,0,0.9,7.83,1.81,1.51,4.82,0.3,0.6,1.2,5.12,0.3,11.14,2.11,6.63,2.71,3.61,1.81,0,1.2,0,0,0.3,0,0.3,0,0,0,13.86,4.22,3.92,0,0,0,0,1.51,0,4.22,0,0,Faculty of Arts,F
2899,17,27.29,99,66.34,99,17,35.29,94.12,41.18,17.65,17.65,5.88,0,11.76,0,0,0,0,5.88,5.88,5.88,5.88,0,23.53,5.88,0,0,0,0,11.76,11.76,0,0,0,0,17.65,0,0,0,0,23.53,11.76,11.76,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,11.76,0,5.88,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,11.76,0,0,0,5.88,0,0,0,0,0,Faculty of Arts,F
3694,28,29.3,76.25,74.76,87.2,9.33,21.43,78.57,57.14,25,14.29,10.71,3.57,0,0,0,10.71,7.14,7.14,14.29,0,3.57,0,17.86,0,0,0,3.57,0,3.57,3.57,0,0,0,0,14.29,0,0,0,0,7.14,3.57,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,17.86,0,10.71,0,7.14,3.57,0,0,0,0,0,0,0,0,0,0,0,0,17.86,10.71,7.14,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
1788,78,96.16,60.13,23.51,89.84,26,17.95,89.74,57.69,7.69,2.56,0,0,1.28,0,1.28,5.13,14.1,16.67,6.41,2.56,7.69,2.56,12.82,1.28,5.13,1.28,0,1.28,3.85,3.85,0,0,0,0,11.54,0,0,5.13,2.56,10.26,0,0,1.28,2.56,0,7.69,5.13,3.85,1.28,0,3.85,2.56,0,0,1.28,1.28,0,0,1.28,0,0,0,8.97,0,10.26,0,8.97,1.28,0,7.69,1.28,0,0,0,0,0,0,0,0,0,5.13,3.85,1.28,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
3963,82,95.24,86.38,7.12,48.39,27.33,34.15,84.15,45.12,1.22,1.22,0,0,0,0,1.22,0,9.76,15.85,10.98,2.44,8.54,0,14.63,7.32,4.88,0,0,4.88,2.44,1.22,0,0,0,0,12.2,0,0,0,0,17.07,2.44,2.44,2.44,6.1,2.44,1.22,1.22,1.22,0,0,0,0,0,0,0,1.22,0,0,0,1.22,0,0,14.63,0,10.98,0,6.1,4.88,8.54,0,0,1.22,0,0,0,0,0,0,0,0,10.98,3.66,4.88,0,0,0,0,1.22,0,1.22,0,0,Faculty of Arts,F
1087,154,68.29,72.05,11,98.8,30.8,18.18,87.66,53.25,9.74,5.84,0,0,0,0,5.84,3.9,8.44,12.99,8.44,4.55,9.74,3.25,12.34,3.25,3.25,1.95,1.3,1.95,8.44,7.14,1.3,0,0.65,0.65,12.99,0,0,0,0,10.39,0.65,3.25,0.65,1.3,1.3,3.9,3.9,1.95,0,0,4.55,0.65,0,0,3.25,9.09,1.3,6.49,2.6,2.6,0.65,2.6,7.79,0,9.74,1.3,5.84,3.25,3.9,0.65,0,0,0.65,0,0,0,0,0,0,0,9.74,3.25,5.19,0,0,0,0,0,0,1.3,0,0,Faculty of Arts,F
687,56,48.63,36.03,94.05,97.85,11.2,16.07,78.57,51.79,16.07,14.29,12.5,0,1.79,0,0,1.79,3.57,12.5,8.93,1.79,10.71,0,16.07,8.93,0,1.79,0,1.79,5.36,5.36,0,0,0,0,7.14,0,0,0,0,3.57,1.79,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,1.79,1.79,0,7.14,8.93,1.79,16.07,1.79,3.57,10.71,3.57,0,0,0,0,0,0,0,0,0,0,0,16.07,7.14,5.36,0,0,0,1.79,0,0,1.79,0,0,Faculty of Arts,F
334,130,96.58,32.23,72.65,81.28,32.5,20.77,82.31,52.31,7.69,2.31,1.54,0,0,0,0.77,5.38,11.54,18.46,5.38,5.38,5.38,1.54,13.85,7.69,3.85,0.77,0,3.08,4.62,3.85,0.77,0,0,0,3.08,0,0,0,0,13.85,5.38,0.77,0.77,2.31,2.31,4.62,2.31,0.77,0,1.54,1.54,1.54,0,0,0,4.62,0.77,1.54,2.31,0,0,1.54,11.54,0,13.85,1.54,9.23,2.31,3.08,0,0,0,0,0,0.77,0,0,0,0.77,0,10,3.08,6.92,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
3497,31,89.71,50,8.87,99,15.5,25.81,70.97,35.48,3.23,3.23,3.23,0,0,0,0,0,6.45,12.9,6.45,3.23,9.68,0,16.13,9.68,9.68,0,0,9.68,6.45,6.45,0,0,0,0,3.23,0,0,0,0,6.45,3.23,0,0,0,3.23,0,3.23,3.23,0,0,0,0,0,0,0,6.45,3.23,0,3.23,0,0,6.45,3.23,3.23,6.45,0,3.23,3.23,3.23,0,0,0,3.23,0,0,0,0,0,0,0,9.68,6.45,3.23,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
3254,31,20.95,94.64,39.18,83.22,15.5,19.35,90.32,58.06,25.81,19.35,6.45,6.45,0,0,6.45,6.45,3.23,9.68,12.9,3.23,3.23,0,25.81,3.23,0,6.45,3.23,0,3.23,3.23,0,0,0,0,16.13,0,0,0,0,19.35,9.68,6.45,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0,3.23,22.58,0,6.45,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,9.68,0,6.45,0,0,3.23,0,0,0,0,0,0,Faculty of Arts,F
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,51,99,57.77,40.84,25.77,25.5,31.37,74.51,50.98,5.88,1.96,1.96,0,0,0,0,3.92,13.73,25.49,1.96,5.88,1.96,0,7.84,0,0,0,0,0,3.92,1.96,1.96,0,1.96,0,3.92,0,0,0,0,5.88,3.92,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,5.88,3.92,0,3.92,0,0,1.96,5.88,0,15.69,1.96,7.84,5.88,1.96,0,0,0,0,0,0,0,0,0,0,0,15.69,3.92,1.96,0,0,0,0,0,3.92,5.88,0,0,Faculty of Arts,F
1654,14,99,76.25,13.15,99,14,7.14,85.71,42.86,0,0,0,0,0,0,0,0,21.43,7.14,7.14,0,7.14,0,7.14,0,0,0,0,7.14,7.14,7.14,0,0,0,0,7.14,0,0,0,0,14.29,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,7.14,0,7.14,0,14.29,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
2861,42,83.81,92.33,6.5,1,21,14.29,85.71,47.62,11.9,4.76,2.38,0,0,2.38,0,7.14,9.52,11.9,7.14,2.38,7.14,0,11.9,9.52,0,4.76,2.38,2.38,9.52,2.38,7.14,0,0,2.38,19.05,0,2.38,9.52,0,9.52,4.76,2.38,0,0,0,2.38,7.14,4.76,0,2.38,0,0,0,0,0,4.76,2.38,2.38,0,2.38,0,0,11.9,0,4.76,0,2.38,2.38,2.38,2.38,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,Faculty of Arts,M
293,234,93.26,53.42,73.6,89.84,29.25,35.04,85.47,48.72,6.41,2.14,0.43,0,0,0,1.71,4.27,9.4,16.24,7.69,2.14,8.12,1.28,9.83,5.98,5.56,1.28,0,1.71,4.7,4.27,0.43,0.43,0,0,7.26,0,0,0.85,0,14.96,2.56,5.13,0.43,0.43,2.14,4.7,0.43,0.43,0,0,2.99,0,0,2.56,0.43,9.4,2.14,2.56,4.7,0,0,3.85,7.69,0,17.52,2.56,10.68,4.27,1.71,1.28,0.43,0,0,0,0,0,0,0,0,0,5.56,3.42,0.85,0,0,0,0,0.43,0,0.43,0,0.43,Faculty of Arts,F
2113,85,62.55,20.51,58.9,70.09,21.25,27.06,91.76,54.12,9.41,5.88,2.35,0,2.35,0,1.18,3.53,3.53,16.47,10.59,4.71,7.06,4.71,17.65,3.53,2.35,0,1.18,2.35,4.71,3.53,1.18,0,0,1.18,3.53,0,0,0,0,36.47,8.24,9.41,1.18,10.59,1.18,7.06,1.18,1.18,0,0,0,0,0,0,0,5.88,0,1.18,2.35,2.35,0,1.18,11.76,0,5.88,0,5.88,0,4.71,0,0,0,0,0,2.35,0,0,2.35,0,0,12.94,4.71,3.53,0,0,0,0,3.53,0,1.18,0,0,Faculty of Arts,F
3562,32,79.58,94.08,7.84,99,32,28.12,87.5,40.62,6.25,3.12,0,3.12,0,0,0,3.12,0,15.62,6.25,0,12.5,0,12.5,0,0,3.12,0,6.25,6.25,6.25,0,0,0,0,15.62,3.12,0,0,0,9.38,0,0,0,9.38,0,3.12,3.12,3.12,0,0,3.12,0,3.12,0,0,15.62,6.25,0,6.25,3.12,0,0,9.38,0,9.38,0,9.38,0,3.12,6.25,3.12,3.12,3.12,0,0,0,0,0,0,0,15.62,3.12,9.38,0,0,0,0,0,0,3.12,0,0,Faculty of Arts,F
1461,727,85.86,68.48,40.34,67.37,26.93,26,77.17,39.06,9.49,3.85,1.24,0.41,0.96,0,1.24,5.64,6.05,12.38,5.23,3.16,5.78,0.69,11.69,5.91,2.75,1.65,6.19,1.1,3.85,3.03,0.83,0.28,0,0.14,7.7,0,0,2.75,0,12.93,4.81,3.3,1.38,3.03,0.69,2.34,2.61,2.06,0.14,0.14,3.58,0,1.38,0,2.2,6.33,1.1,1.24,4.13,0.14,0.28,1.93,7.43,1.79,12.52,2.75,4.4,5.23,4.4,0.14,0,1.65,0.14,0.14,0.69,0,0.69,0,0,0,24.76,6.19,6.19,0.14,0.14,0.41,0,2.61,0.55,1.1,3.03,4.4,Faculty of Arts,F
1088,140,88.29,55.67,8.75,15.69,17.5,32.86,82.86,41.43,8.57,2.14,0,0,0,0,2.14,6.43,8.57,11.43,5.71,3.57,5.71,0.71,9.29,3.57,0.71,0.71,3.57,1.43,3.57,1.43,2.14,0.71,0.71,0,4.29,0,0,0.71,0,10.71,5.71,0.71,0.71,1.43,0,2.14,5,1.43,0,2.86,7.86,5,2.86,2.14,0,10,1.43,5,3.57,1.43,0.71,0,10,0,5.71,0,5,0.71,5.71,0,0,5.71,0,0,0,0,0,0,0,0,14.29,6.43,3.57,0,0.71,0,0,0.71,0,1.43,1.43,0,Faculty of Arts,F
1615,161,88.21,57.4,66.78,16.84,26.83,37.27,70.81,42.24,8.07,3.11,0.62,0,0,0,2.48,4.97,4.97,15.53,3.73,4.97,8.07,0,8.07,6.83,6.83,1.24,0.62,4.35,3.11,1.24,1.86,0.62,0,0.62,3.73,0,0,0,0,9.94,3.73,3.11,0,1.24,0.62,1.24,1.24,0.62,0,0,0,0,0,0,0,3.73,0.62,1.24,1.24,0,0.62,4.35,1.86,0,18.01,1.86,9.32,7.45,1.24,0,0,0,0,0,0,0,0,0,0,0,21.12,6.21,12.42,0,0,0,0,0,0,1.24,1.24,0,Faculty of Arts,F
3924,16,85.32,99,1,99,5.33,18.75,87.5,43.75,12.5,12.5,0,0,12.5,0,0,0,6.25,12.5,6.25,6.25,0,0,18.75,0,0,0,0,6.25,12.5,12.5,0,0,0,0,25,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,12.5,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,Faculty of Arts,F
1668,161,92.66,59.82,42.56,36.71,20.12,27.33,87.58,42.86,3.73,1.24,0,1.24,0,0,0,2.48,11.8,9.94,8.07,1.24,8.7,0.62,8.7,4.35,2.48,1.24,1.24,3.11,1.86,1.24,0.62,0,0,0,4.35,0,0.62,0,0,10.56,4.97,1.86,0.62,0.62,1.24,2.48,1.24,1.24,0,0,0,0,0,0,0,16.77,3.11,6.21,11.18,1.24,0.62,1.24,8.07,1.86,13.04,1.24,6.21,4.97,17.39,0.62,0,2.48,0,0,0.62,0,0.62,0,0,0,18.63,6.21,6.21,0.62,0,0,0,3.11,0,1.24,0,1.24,Faculty of Arts,F
2047,15,84.62,9.13,98.01,25.77,15,20,86.67,60,6.67,6.67,6.67,0,0,0,0,0,13.33,13.33,13.33,0,6.67,6.67,20,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,0,20,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,Faculty of Arts,F
